#gene_id	length
XLOC_015832	2187
XLOC_015835	344
XLOC_015834	1207
XLOC_015837	772
XLOC_047660	125
XLOC_015839	1430
XLOC_015838	628
XLOC_047669	208
XLOC_047668	516
XLOC_059567	1687
XLOC_043471	555
XLOC_025771	1843
XLOC_018878	10708
XLOC_055069	659
XLOC_020778	649
XLOC_025809	236
XLOC_025808	2785
XLOC_025807	511
XLOC_025806	340
XLOC_025805	259
XLOC_025804	423
XLOC_025803	322
XLOC_025802	551
XLOC_025801	432
XLOC_025800	1906
XLOC_051315	2700
XLOC_060769	2018
XLOC_060768	2494
XLOC_060761	270
XLOC_060760	101
XLOC_060763	708
XLOC_060762	306
XLOC_060765	518
XLOC_060764	1157
XLOC_060767	2001
XLOC_060766	73
XLOC_034272	244
XLOC_034273	1539
XLOC_034270	388
XLOC_034271	263
XLOC_034276	242
XLOC_034277	397
XLOC_034274	824
XLOC_034275	208
XLOC_034278	4911
XLOC_034279	286
XLOC_038562	95
XLOC_038563	3264
XLOC_038560	594
XLOC_038561	170
XLOC_038566	541
XLOC_038567	2434
XLOC_038564	3060
XLOC_038565	2577
XLOC_038568	1283
XLOC_038569	2785
XLOC_056915	1963
XLOC_043313	3051
XLOC_021644	140
XLOC_040538	3166
XLOC_059566	1719
XLOC_015167	1048
XLOC_015166	2417
XLOC_015165	1636
XLOC_015164	1652
XLOC_015163	1936
XLOC_015162	1483
XLOC_015161	1321
XLOC_015160	2451
XLOC_015169	1654
XLOC_015168	2085
XLOC_017994	291
XLOC_017995	2229
XLOC_017996	1943
XLOC_017997	6122
XLOC_042909	3707
XLOC_042908	2645
XLOC_017992	250
XLOC_017993	231
XLOC_042905	264
XLOC_042904	345
XLOC_042907	5208
XLOC_042906	482
XLOC_017998	2129
XLOC_017999	1762
XLOC_042903	297
XLOC_042902	495
XLOC_058339	2207
XLOC_058338	304
XLOC_058331	339
XLOC_058330	410
XLOC_058333	371
XLOC_058332	383
XLOC_058335	299
XLOC_058334	285
XLOC_058337	195
XLOC_058336	274
XLOC_024040	508
XLOC_024041	2749
XLOC_024042	1991
XLOC_024043	1313
XLOC_024044	4134
XLOC_024045	137
XLOC_024046	688
XLOC_024047	9849
XLOC_024048	1685
XLOC_024049	1433
XLOC_055808	304
XLOC_020970	815
XLOC_020971	1167
XLOC_020972	302
XLOC_020973	1775
XLOC_020974	2505
XLOC_020975	309
XLOC_020976	383
XLOC_020977	452
XLOC_020978	1158
XLOC_020979	982
XLOC_061412	268
XLOC_061413	634
XLOC_061414	256
XLOC_061415	99
XLOC_061416	415
XLOC_061417	316
XLOC_029832	1137
XLOC_029833	530
XLOC_029830	286
XLOC_029831	468
XLOC_029836	1198
XLOC_029837	4810
XLOC_029834	574
XLOC_029835	1489
XLOC_029838	405
XLOC_029839	523
XLOC_026124	559
XLOC_023777	352
XLOC_023776	1991
XLOC_023775	1330
XLOC_023774	1069
XLOC_023773	1313
XLOC_023772	1334
XLOC_023771	408
XLOC_023770	14592
XLOC_023779	392
XLOC_023778	412
XLOC_010076	2524
XLOC_010077	2435
XLOC_010074	2452
XLOC_010075	335
XLOC_010072	2450
XLOC_010073	1840
XLOC_010070	718
XLOC_010071	2407
XLOC_010078	2217
XLOC_010079	276
XLOC_041817	423
XLOC_006010	1789
XLOC_025397	721
XLOC_025396	5353
XLOC_025395	3468
XLOC_025394	3200
XLOC_025393	2215
XLOC_025392	152
XLOC_025391	1831
XLOC_025390	378
XLOC_062194	1039
XLOC_062195	607
XLOC_062196	705
XLOC_062197	260
XLOC_062190	549
XLOC_062191	1074
XLOC_025399	285
XLOC_062193	919
XLOC_040669	5319
XLOC_014215	206
XLOC_026437	485
XLOC_025029	1024
XLOC_004920	405
XLOC_028019	1289
XLOC_004922	426
XLOC_004925	96
XLOC_004924	1412
XLOC_004927	219
XLOC_004926	2314
XLOC_025021	856
XLOC_028012	1071
XLOC_028011	419
XLOC_028010	1178
XLOC_025025	146
XLOC_025024	3873
XLOC_025027	4107
XLOC_028014	269
XLOC_021739	125
XLOC_021738	5649
XLOC_021731	409
XLOC_021730	1010
XLOC_021733	2388
XLOC_021732	482
XLOC_021735	442
XLOC_021734	1395
XLOC_021737	1432
XLOC_021736	12568
XLOC_031267	4524
XLOC_043671	632
XLOC_001055	3505
XLOC_041811	251
XLOC_035008	258
XLOC_002380	1557
XLOC_001052	1778
XLOC_024443	203
XLOC_022558	2235
XLOC_022559	277
XLOC_056278	2253
XLOC_056279	265
XLOC_012320	1486
XLOC_012321	344
XLOC_012322	173
XLOC_033676	385
XLOC_056272	395
XLOC_056273	480
XLOC_022552	335
XLOC_056271	955
XLOC_056276	11093
XLOC_056277	1106
XLOC_022556	1373
XLOC_022557	2327
XLOC_041208	473
XLOC_047549	241
XLOC_055804	1108
XLOC_050308	5352
XLOC_050309	514
XLOC_050304	6180
XLOC_050305	424
XLOC_050306	3207
XLOC_050307	4143
XLOC_050300	790
XLOC_050301	3093
XLOC_050302	2073
XLOC_050303	1313
XLOC_041203	181
XLOC_041202	341
XLOC_041201	3339
XLOC_058155	2149
XLOC_046252	182
XLOC_046998	2286
XLOC_053578	355
XLOC_053579	188
XLOC_053576	376
XLOC_053577	4928
XLOC_053574	4841
XLOC_053575	298
XLOC_053572	417
XLOC_053573	330
XLOC_053570	385
XLOC_046254	1667
XLOC_024817	2294
XLOC_024816	3483
XLOC_024815	5263
XLOC_024814	2720
XLOC_024813	1790
XLOC_024812	556
XLOC_024811	1168
XLOC_024810	4252
XLOC_046256	1010
XLOC_024819	1736
XLOC_024818	1502
XLOC_031129	1786
XLOC_047129	2800
XLOC_058152	1564
XLOC_000712	349
XLOC_000713	5357
XLOC_000710	302
XLOC_000711	751
XLOC_000716	669
XLOC_000717	342
XLOC_000714	302
XLOC_000715	494
XLOC_011673	640
XLOC_011672	3953
XLOC_000718	1864
XLOC_011670	854
XLOC_011677	82
XLOC_006943	1958
XLOC_011675	627
XLOC_011674	3317
XLOC_006387	1048
XLOC_031121	400
XLOC_006385	2408
XLOC_049352	999
XLOC_006383	407
XLOC_006382	2086
XLOC_006381	1875
XLOC_047121	772
XLOC_052193	284
XLOC_006945	872
XLOC_052191	654
XLOC_052190	1125
XLOC_052197	1089
XLOC_052196	241
XLOC_052195	6022
XLOC_006944	2147
XLOC_010407	1673
XLOC_031122	248
XLOC_006947	169
XLOC_010406	211
XLOC_047124	3903
XLOC_049356	2197
XLOC_020819	954
XLOC_031124	7369
XLOC_019318	614
XLOC_057652	354
XLOC_057651	1349
XLOC_010404	1559
XLOC_057657	2287
XLOC_057656	1376
XLOC_057655	1014
XLOC_006948	162
XLOC_019310	3795
XLOC_019311	1295
XLOC_019312	726
XLOC_057658	12147
XLOC_019314	769
XLOC_019315	3152
XLOC_019316	2539
XLOC_019317	461
XLOC_006659	2880
XLOC_006658	1345
XLOC_044845	1016
XLOC_010401	728
XLOC_028236	364
XLOC_006651	451
XLOC_006650	687
XLOC_006653	1078
XLOC_010400	3727
XLOC_006655	1560
XLOC_006654	2045
XLOC_006657	4965
XLOC_006656	2667
XLOC_052229	337
XLOC_009050	128
XLOC_052225	2670
XLOC_052224	1980
XLOC_052227	1084
XLOC_009051	453
XLOC_052221	2732
XLOC_007719	1809
XLOC_052223	1963
XLOC_052222	3115
XLOC_001391	378
XLOC_001390	1320
XLOC_001393	2163
XLOC_020810	311
XLOC_001395	651
XLOC_001394	1983
XLOC_001397	1370
XLOC_001396	3583
XLOC_001399	1395
XLOC_001398	699
XLOC_054108	2235
XLOC_054109	362
XLOC_040671	3959
XLOC_040670	855
XLOC_051558	567
XLOC_051559	374
XLOC_040675	1636
XLOC_040674	82
XLOC_040677	672
XLOC_040676	5524
XLOC_040679	2514
XLOC_051553	1913
XLOC_051550	293
XLOC_051551	3716
XLOC_051556	2151
XLOC_051557	260
XLOC_051554	2040
XLOC_051555	2432
XLOC_048086	785
XLOC_054335	2427
XLOC_048084	254
XLOC_048085	2872
XLOC_048082	1051
XLOC_048083	580
XLOC_048080	652
XLOC_054334	2843
XLOC_004354	7284
XLOC_048088	944
XLOC_048089	111
XLOC_045715	1679
XLOC_054336	4426
XLOC_045714	277
XLOC_054331	151
XLOC_045717	218
XLOC_054330	222
XLOC_005900	439
XLOC_017724	2447
XLOC_054333	505
XLOC_012215	380
XLOC_045711	144
XLOC_054332	258
XLOC_012216	162
XLOC_017722	783
XLOC_035815	2205
XLOC_035814	1553
XLOC_035817	806
XLOC_035816	963
XLOC_035811	2401
XLOC_051889	304
XLOC_035813	314
XLOC_035812	1427
XLOC_051884	1296
XLOC_051885	314
XLOC_051886	198
XLOC_045712	699
XLOC_035819	243
XLOC_035818	750
XLOC_051882	1346
XLOC_051883	1334
XLOC_012212	596
XLOC_012213	338
XLOC_007528	3040
XLOC_005908	357
XLOC_009548	346
XLOC_009549	2886
XLOC_005909	810
XLOC_009544	139
XLOC_009545	193
XLOC_007522	3259
XLOC_007523	554
XLOC_007524	855
XLOC_007525	1873
XLOC_007526	2942
XLOC_007527	1912
XLOC_048415	327
XLOC_056521	548
XLOC_029135	2550
XLOC_053818	2743
XLOC_022204	448
XLOC_003807	1117
XLOC_029134	355
XLOC_058849	135
XLOC_056527	420
XLOC_005672	1361
XLOC_005673	6832
XLOC_005670	2062
XLOC_005406	478
XLOC_033318	233
XLOC_033319	2328
XLOC_005674	379
XLOC_005675	227
XLOC_033314	2093
XLOC_033315	2135
XLOC_005678	110
XLOC_005679	2234
XLOC_033310	171
XLOC_036056	1407
XLOC_033312	3276
XLOC_005400	668
XLOC_046736	272
XLOC_050688	3626
XLOC_046734	351
XLOC_046735	1800
XLOC_046732	4792
XLOC_046733	1301
XLOC_046730	883
XLOC_046731	2343
XLOC_050681	2659
XLOC_041109	597
XLOC_050683	1394
XLOC_005402	1416
XLOC_050685	2705
XLOC_050684	1109
XLOC_046738	3645
XLOC_046739	234
XLOC_053811	2221
XLOC_036052	1394
XLOC_058842	107
XLOC_024699	1385
XLOC_036053	2095
XLOC_053813	3461
XLOC_024698	2009
XLOC_058840	175
XLOC_056863	914
XLOC_048418	174
XLOC_058845	517
XLOC_024694	1131
XLOC_053816	376
XLOC_024696	140
XLOC_024691	178
XLOC_053739	383
XLOC_034665	437
XLOC_055789	153
XLOC_015229	938
XLOC_019439	332
XLOC_015224	213
XLOC_001916	3166
XLOC_015225	330
XLOC_020104	1241
XLOC_050279	1490
XLOC_032043	341
XLOC_039010	3989
XLOC_003535	1550
XLOC_032040	1470
XLOC_003533	682
XLOC_003532	1198
XLOC_039017	920
XLOC_039016	278
XLOC_039019	309
XLOC_039018	3251
XLOC_032049	1981
XLOC_032048	1560
XLOC_003539	2945
XLOC_003538	1018
XLOC_031226	225
XLOC_031227	1830
XLOC_031224	257
XLOC_031225	1602
XLOC_031222	3066
XLOC_031223	126
XLOC_047463	2727
XLOC_047462	2380
XLOC_015223	1613
XLOC_047469	2206
XLOC_047468	5047
XLOC_031228	844
XLOC_031229	1738
XLOC_030575	7195
XLOC_030574	524
XLOC_030577	270
XLOC_030576	2238
XLOC_030571	3132
XLOC_030570	3075
XLOC_045919	742
XLOC_045918	1519
XLOC_045917	1452
XLOC_045916	1152
XLOC_045915	955
XLOC_045914	322
XLOC_030579	790
XLOC_030578	1252
XLOC_045911	198
XLOC_045910	8638
XLOC_027653	249
XLOC_027654	246
XLOC_027856	4287
XLOC_020603	882
XLOC_032595	1008
XLOC_032594	529
XLOC_032597	2483
XLOC_032596	1362
XLOC_032591	314
XLOC_032590	317
XLOC_032593	629
XLOC_032592	322
XLOC_012929	2456
XLOC_032599	136
XLOC_061041	1902
XLOC_017812	2070
XLOC_061047	314
XLOC_061046	495
XLOC_017817	1883
XLOC_011792	1139
XLOC_061044	1455
XLOC_012923	813
XLOC_008626	307
XLOC_043617	343
XLOC_008624	135
XLOC_043615	186
XLOC_008622	3071
XLOC_008623	1431
XLOC_008620	3794
XLOC_008621	1709
XLOC_008628	209
XLOC_043619	606
XLOC_031482	4532
XLOC_031483	983
XLOC_031480	1656
XLOC_031481	121
XLOC_031486	3312
XLOC_031487	1919
XLOC_031484	2577
XLOC_031485	162
XLOC_031488	1768
XLOC_031489	1908
XLOC_054961	3876
XLOC_038760	365
XLOC_038761	349
XLOC_038762	112
XLOC_038763	730
XLOC_038764	422
XLOC_038765	236
XLOC_038766	3555
XLOC_038767	453
XLOC_038768	1458
XLOC_038769	615
XLOC_044314	1183
XLOC_000998	2949
XLOC_034329	1362
XLOC_001910	1040
XLOC_020840	1921
XLOC_033884	1294
XLOC_033885	7154
XLOC_033886	539
XLOC_033887	487
XLOC_033880	2790
XLOC_033881	498
XLOC_033882	646
XLOC_033883	356
XLOC_033888	2949
XLOC_033889	2283
XLOC_035064	1047
XLOC_035065	158
XLOC_035066	252
XLOC_035067	5355
XLOC_035060	117
XLOC_035061	187
XLOC_030689	3872
XLOC_030688	1255
XLOC_030687	215
XLOC_030686	399
XLOC_030685	318
XLOC_030684	477
XLOC_030683	315
XLOC_035069	413
XLOC_030681	986
XLOC_030680	341
XLOC_008082	975
XLOC_008083	1123
XLOC_008080	3031
XLOC_008081	3952
XLOC_008086	1159
XLOC_008087	2237
XLOC_058139	1288
XLOC_008085	986
XLOC_058137	927
XLOC_058136	2727
XLOC_008088	359
XLOC_058134	3546
XLOC_058133	894
XLOC_058132	1440
XLOC_058131	2102
XLOC_058130	926
XLOC_041922	2124
XLOC_041923	1579
XLOC_041920	1297
XLOC_041921	1284
XLOC_041926	374
XLOC_041927	459
XLOC_041924	700
XLOC_041925	1494
XLOC_041928	602
XLOC_041929	1064
XLOC_009975	360
XLOC_009974	4949
XLOC_009977	214
XLOC_009976	767
XLOC_044341	679
XLOC_044340	2415
XLOC_044343	691
XLOC_044342	586
XLOC_009979	453
XLOC_009978	913
XLOC_024962	2788
XLOC_058681	1053
XLOC_058680	777
XLOC_058683	1091
XLOC_058682	716
XLOC_058685	1307
XLOC_058684	113
XLOC_058687	2718
XLOC_058686	1149
XLOC_058689	3443
XLOC_058688	3508
XLOC_003804	241
XLOC_015206	326
XLOC_015207	1370
XLOC_027678	334
XLOC_015205	241
XLOC_015202	2993
XLOC_015203	357
XLOC_015200	567
XLOC_015201	491
XLOC_027672	2075
XLOC_027673	248
XLOC_027670	284
XLOC_027671	327
XLOC_027676	285
XLOC_027677	210
XLOC_015208	2445
XLOC_027675	249
XLOC_015596	2449
XLOC_039818	2137
XLOC_027388	279
XLOC_027389	303
XLOC_009330	140
XLOC_015590	3711
XLOC_027382	146
XLOC_043769	126
XLOC_032869	243
XLOC_032868	378
XLOC_032842	334
XLOC_032865	376
XLOC_032864	1167
XLOC_032867	133
XLOC_032866	258
XLOC_032861	1835
XLOC_032841	1062
XLOC_032863	476
XLOC_032862	1350
XLOC_032840	1713
XLOC_030505	364
XLOC_032847	1778
XLOC_056328	343
XLOC_027387	311
XLOC_039817	149
XLOC_015599	234
XLOC_038061	650
XLOC_009029	550
XLOC_009028	3340
XLOC_009023	1288
XLOC_009022	112
XLOC_009021	4772
XLOC_009020	762
XLOC_009027	817
XLOC_044836	3197
XLOC_044835	2941
XLOC_009024	914
XLOC_037338	193
XLOC_037339	193
XLOC_037332	192
XLOC_037333	187
XLOC_037330	3749
XLOC_037331	193
XLOC_037336	193
XLOC_037337	193
XLOC_037334	188
XLOC_037335	190
XLOC_014155	2614
XLOC_014154	628
XLOC_014157	148
XLOC_014156	3033
XLOC_014151	413
XLOC_014150	1143
XLOC_014153	259
XLOC_014152	125
XLOC_021537	2823
XLOC_021536	1692
XLOC_045124	118
XLOC_021534	1697
XLOC_045122	118
XLOC_021532	2956
XLOC_021531	578
XLOC_021530	13207
XLOC_029708	1504
XLOC_029709	891
XLOC_029704	341
XLOC_029705	828
XLOC_029706	398
XLOC_029707	5101
XLOC_029700	516
XLOC_029701	1150
XLOC_029702	169
XLOC_029703	4604
XLOC_061593	2087
XLOC_037609	4783
XLOC_059291	352
XLOC_030651	534
XLOC_030652	1273
XLOC_021281	945
XLOC_021280	280
XLOC_021283	489
XLOC_037605	97
XLOC_021285	629
XLOC_021284	238
XLOC_021287	481
XLOC_021286	502
XLOC_021289	1479
XLOC_021288	410
XLOC_037603	1492
XLOC_037600	370
XLOC_059296	2596
XLOC_056329	2979
XLOC_027193	916
XLOC_042369	2433
XLOC_042368	7208
XLOC_042365	453
XLOC_042364	2227
XLOC_042367	1759
XLOC_042366	551
XLOC_042361	282
XLOC_042360	538
XLOC_042363	402
XLOC_042362	338
XLOC_046479	2187
XLOC_046478	2897
XLOC_046475	554
XLOC_046474	555
XLOC_046477	288
XLOC_046476	73
XLOC_046471	73
XLOC_046470	633
XLOC_046473	73
XLOC_046472	580
XLOC_041868	322
XLOC_048451	135
XLOC_013318	466
XLOC_013319	322
XLOC_013316	245
XLOC_013317	571
XLOC_013314	409
XLOC_013315	1799
XLOC_013312	1427
XLOC_013313	622
XLOC_013310	338
XLOC_013311	185
XLOC_016791	681
XLOC_016790	1289
XLOC_016793	3892
XLOC_016792	604
XLOC_016795	226
XLOC_016794	356
XLOC_016797	1478
XLOC_016796	4488
XLOC_016799	1319
XLOC_016798	1147
XLOC_010656	117
XLOC_010657	3390
XLOC_010654	1671
XLOC_010655	1203
XLOC_010652	5014
XLOC_010653	1744
XLOC_010650	511
XLOC_010651	494
XLOC_048453	588
XLOC_010658	2479
XLOC_010659	432
XLOC_002861	2319
XLOC_047478	2206
XLOC_048452	152
XLOC_027196	726
XLOC_061339	1059
XLOC_061338	2579
XLOC_061331	317
XLOC_061330	5935
XLOC_061333	219
XLOC_061332	791
XLOC_061335	7007
XLOC_061334	1190
XLOC_061337	1793
XLOC_061336	460
XLOC_022161	385
XLOC_022160	277
XLOC_022163	179
XLOC_022162	1069
XLOC_022165	3493
XLOC_022164	2630
XLOC_022167	180
XLOC_022166	2378
XLOC_022169	315
XLOC_022168	833
XLOC_018421	437
XLOC_018420	513
XLOC_018423	5780
XLOC_018422	293
XLOC_018425	660
XLOC_018424	858
XLOC_018427	600
XLOC_018426	2428
XLOC_018429	913
XLOC_018428	386
XLOC_054382	978
XLOC_004701	1028
XLOC_004700	699
XLOC_004703	7322
XLOC_004702	948
XLOC_004705	1600
XLOC_004704	1631
XLOC_004707	141
XLOC_004706	356
XLOC_004709	2529
XLOC_004708	1404
XLOC_037312	868
XLOC_001112	637
XLOC_000411	379
XLOC_014936	73
XLOC_014935	73
XLOC_014934	71
XLOC_014933	73
XLOC_014932	73
XLOC_014931	73
XLOC_014930	73
XLOC_000419	551
XLOC_000418	178
XLOC_054387	2715
XLOC_014939	73
XLOC_014938	73
XLOC_048456	260
XLOC_037316	218
XLOC_003136	123
XLOC_037317	219
XLOC_056862	2004
XLOC_057725	201
XLOC_040038	784
XLOC_041494	334
XLOC_011268	96
XLOC_011269	71
XLOC_011264	427
XLOC_011265	1034
XLOC_011266	1043
XLOC_011267	1737
XLOC_011260	9025
XLOC_057729	576
XLOC_011262	7487
XLOC_011263	10005
XLOC_021555	1192
XLOC_040034	299
XLOC_021554	2751
XLOC_045106	171
XLOC_045107	1244
XLOC_021551	209
XLOC_039844	1780
XLOC_013692	547
XLOC_021553	475
XLOC_045103	888
XLOC_005070	381
XLOC_048861	2038
XLOC_005072	731
XLOC_048863	292
XLOC_005074	197
XLOC_048865	307
XLOC_048866	233
XLOC_005077	417
XLOC_048868	2840
XLOC_048869	1227
XLOC_045108	5457
XLOC_021558	202
XLOC_023342	1198
XLOC_023343	1300
XLOC_051134	3205
XLOC_023340	316
XLOC_051135	298
XLOC_011888	406
XLOC_011889	518
XLOC_030269	1399
XLOC_023341	236
XLOC_011880	3164
XLOC_011881	2775
XLOC_011882	6042
XLOC_011883	1028
XLOC_011884	3336
XLOC_011885	2333
XLOC_011886	4292
XLOC_011887	388
XLOC_003234	2457
XLOC_048202	202
XLOC_053358	2360
XLOC_003235	1112
XLOC_053356	534
XLOC_053357	2329
XLOC_053354	285
XLOC_053355	537
XLOC_053352	1467
XLOC_053353	543
XLOC_053350	4525
XLOC_053351	297
XLOC_050911	1054
XLOC_050910	235
XLOC_024235	269
XLOC_010130	401
XLOC_024233	671
XLOC_050914	650
XLOC_050917	562
XLOC_050916	1016
XLOC_050919	3577
XLOC_050918	174
XLOC_010139	3890
XLOC_010138	2610
XLOC_024239	263
XLOC_024238	378
XLOC_053694	221
XLOC_002433	1794
XLOC_013674	276
XLOC_060387	237
XLOC_026375	1140
XLOC_026376	339
XLOC_026377	512
XLOC_044150	1894
XLOC_026370	2652
XLOC_002432	248
XLOC_026371	198
XLOC_055880	251
XLOC_025939	181
XLOC_055881	483
XLOC_026373	410
XLOC_001403	5656
XLOC_062019	199
XLOC_062018	1878
XLOC_001402	2062
XLOC_062011	352
XLOC_062010	708
XLOC_062013	466
XLOC_062012	1664
XLOC_062015	140
XLOC_062014	449
XLOC_062017	460
XLOC_055885	248
XLOC_054032	396
XLOC_055886	302
XLOC_054033	2937
XLOC_026378	1343
XLOC_055887	528
XLOC_004691	900
XLOC_026379	1286
XLOC_006039	1892
XLOC_006038	397
XLOC_054031	1654
XLOC_060389	1524
XLOC_001408	2214
XLOC_049801	5770
XLOC_049800	372
XLOC_049803	445
XLOC_006032	1994
XLOC_006035	2168
XLOC_006034	953
XLOC_049807	473
XLOC_049806	1215
XLOC_052409	1584
XLOC_052408	193
XLOC_004888	372
XLOC_004889	2440
XLOC_004886	2502
XLOC_052404	161
XLOC_004884	631
XLOC_052406	550
XLOC_052401	81
XLOC_052400	342
XLOC_052403	540
XLOC_052402	531
XLOC_002437	2570
XLOC_004699	382
XLOC_004698	432
XLOC_019184	194
XLOC_040783	4816
XLOC_013672	521
XLOC_022845	109
XLOC_051602	2356
XLOC_040788	267
XLOC_007348	140
XLOC_007349	565
XLOC_007340	865
XLOC_007341	172
XLOC_007342	193
XLOC_007343	239
XLOC_007344	5892
XLOC_007345	771
XLOC_007346	515
XLOC_007347	480
XLOC_012519	487
XLOC_012518	562
XLOC_012513	406
XLOC_012512	2013
XLOC_012511	2485
XLOC_012510	214
XLOC_012517	148
XLOC_012516	243
XLOC_012515	355
XLOC_012514	451
XLOC_056409	863
XLOC_019438	198
XLOC_053439	332
XLOC_002836	1851
XLOC_002831	756
XLOC_002830	224
XLOC_002833	311
XLOC_002832	4350
XLOC_056401	1144
XLOC_056400	638
XLOC_019433	2160
XLOC_056402	177
XLOC_019435	1401
XLOC_019434	272
XLOC_019437	704
XLOC_005828	241
XLOC_018748	72
XLOC_018749	72
XLOC_041498	2431
XLOC_041499	2896
XLOC_041492	5554
XLOC_041493	376
XLOC_055172	3390
XLOC_041491	259
XLOC_018744	72
XLOC_041497	213
XLOC_018746	72
XLOC_041495	7422
XLOC_026440	231
XLOC_022842	576
XLOC_036552	2285
XLOC_034134	299
XLOC_054803	1506
XLOC_054802	2529
XLOC_054801	287
XLOC_054800	966
XLOC_054807	1767
XLOC_054806	1317
XLOC_054805	14620
XLOC_054804	1031
XLOC_054809	1732
XLOC_054808	90
XLOC_056327	3744
XLOC_055763	2999
XLOC_020257	1139
XLOC_059001	803
XLOC_004068	293
XLOC_004069	1435
XLOC_004060	1378
XLOC_004061	3449
XLOC_004062	1942
XLOC_004063	2386
XLOC_004064	15437
XLOC_004065	2362
XLOC_004066	1592
XLOC_004067	435
XLOC_057442	1622
XLOC_057443	9091
XLOC_057440	1960
XLOC_057441	212
XLOC_045328	5128
XLOC_057447	143
XLOC_057444	349
XLOC_057445	3170
XLOC_045324	418
XLOC_045325	386
XLOC_045326	2897
XLOC_045327	2151
XLOC_045320	738
XLOC_045321	7534
XLOC_045322	369
XLOC_045323	392
XLOC_048323	162
XLOC_048322	2330
XLOC_048321	225
XLOC_048320	624
XLOC_048327	2510
XLOC_048326	345
XLOC_003878	4569
XLOC_048324	298
XLOC_003876	1926
XLOC_003877	448
XLOC_003874	1973
XLOC_003875	4429
XLOC_003872	1577
XLOC_003873	2009
XLOC_003870	3623
XLOC_003871	543
XLOC_049492	420
XLOC_049493	1416
XLOC_049490	6722
XLOC_049491	1879
XLOC_049496	2408
XLOC_049497	991
XLOC_049494	5301
XLOC_049495	2160
XLOC_049498	524
XLOC_049499	477
XLOC_001580	1348
XLOC_001581	737
XLOC_001582	384
XLOC_001583	2220
XLOC_001584	2366
XLOC_001585	272
XLOC_001586	1231
XLOC_001587	1105
XLOC_001588	536
XLOC_001589	502
XLOC_045496	73
XLOC_045497	965
XLOC_045494	6412
XLOC_045495	317
XLOC_045492	4030
XLOC_045493	2496
XLOC_045490	638
XLOC_045491	4835
XLOC_045498	318
XLOC_045499	142
XLOC_049144	556
XLOC_049145	1512
XLOC_049146	2272
XLOC_049147	1428
XLOC_049140	822
XLOC_049141	1237
XLOC_049142	942
XLOC_049143	2306
XLOC_049148	153
XLOC_049149	320
XLOC_050823	223
XLOC_054539	905
XLOC_035604	2250
XLOC_035605	753
XLOC_035606	805
XLOC_035607	3684
XLOC_002589	500
XLOC_002588	474
XLOC_035602	188
XLOC_035603	122
XLOC_002585	3962
XLOC_002584	295
XLOC_002587	322
XLOC_033292	380
XLOC_002581	2647
XLOC_002580	2378
XLOC_002583	554
XLOC_002582	4563
XLOC_046673	4530
XLOC_046672	1662
XLOC_046671	270
XLOC_046670	1989
XLOC_046677	966
XLOC_046676	165
XLOC_046675	348
XLOC_046674	306
XLOC_046679	1435
XLOC_046678	3462
XLOC_013662	1582
XLOC_022840	1638
XLOC_058653	458
XLOC_013660	925
XLOC_013661	284
XLOC_047204	3025
XLOC_013666	73
XLOC_058657	573
XLOC_002057	257
XLOC_002056	1505
XLOC_002055	694
XLOC_002054	1046
XLOC_002053	1548
XLOC_013664	4064
XLOC_002051	2256
XLOC_002050	695
XLOC_056895	2128
XLOC_002059	1111
XLOC_002058	2088
XLOC_041377	173
XLOC_041376	591
XLOC_041375	3888
XLOC_041374	1138
XLOC_041373	367
XLOC_041372	4141
XLOC_041371	757
XLOC_041370	177
XLOC_050490	168
XLOC_050491	963
XLOC_050492	2223
XLOC_050493	2633
XLOC_050494	2155
XLOC_056898	307
XLOC_041379	202
XLOC_041378	142
XLOC_047234	197
XLOC_047235	3542
XLOC_027858	628
XLOC_013669	4010
XLOC_047230	309
XLOC_047231	519
XLOC_047232	3939
XLOC_047233	3754
XLOC_027852	748
XLOC_027853	237
XLOC_027850	3372
XLOC_027851	2205
XLOC_047238	2260
XLOC_027857	638
XLOC_027854	6023
XLOC_027855	2205
XLOC_007418	149
XLOC_007419	1910
XLOC_041909	902
XLOC_034074	7333
XLOC_027588	2077
XLOC_027589	1717
XLOC_061139	1257
XLOC_061138	2582
XLOC_061137	405
XLOC_061136	1385
XLOC_061135	1343
XLOC_061134	2454
XLOC_061133	374
XLOC_027429	850
XLOC_061131	418
XLOC_061130	5577
XLOC_042776	2405
XLOC_042777	965
XLOC_042774	263
XLOC_042775	3476
XLOC_042772	940
XLOC_042773	728
XLOC_042770	3197
XLOC_042771	371
XLOC_009682	862
XLOC_022841	944
XLOC_049559	1653
XLOC_042778	522
XLOC_042779	2899
XLOC_049558	2169
XLOC_048855	1028
XLOC_047207	342
XLOC_039600	517
XLOC_039601	552
XLOC_039602	2596
XLOC_039603	11024
XLOC_039604	1848
XLOC_039605	2324
XLOC_032654	1226
XLOC_039607	296
XLOC_039608	275
XLOC_039609	1006
XLOC_032658	656
XLOC_032659	558
XLOC_061681	1459
XLOC_061680	4918
XLOC_037518	3539
XLOC_061682	2135
XLOC_061685	253
XLOC_061684	275
XLOC_061687	327
XLOC_061686	285
XLOC_037512	3027
XLOC_037513	1281
XLOC_037510	421
XLOC_037511	304
XLOC_037516	1579
XLOC_037517	703
XLOC_037514	2010
XLOC_037515	1186
XLOC_030724	454
XLOC_030725	1576
XLOC_030726	2186
XLOC_030727	1100
